Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
ELMO3,engulfment and cell motility 3,79767,16,-0.4336,3.159,0.0001939,0.001681,,,,,,,,,,,
CCDC61,coiled-coil domain containing 61,729440,19,-0.2101,2.115,0.0001925,0.001671,,,,,,,,,,,
CYP4A22,cytochrome P450 family 4 subfamily A member 22,284541,1,-0.7613,-3.973,0.0001912,0.001661,,,,,,,,,,,
RAB11A,"RAB11A, member RAS oncogene family",8766,15,-0.2437,6.335,0.0001903,0.001654,,,,,,,,,,,
NICN1,nicolin 1,84276,3,-0.2601,1.896,0.0001903,0.001654,,,,,,,,,,,
CNPPD1,cyclin Pas1/PHO80 domain containing 1,27013,2,-0.1849,4.24,0.0001901,0.001653,,,,,,,,,,,
HCAR1,hydroxycarboxylic acid receptor 1,27198,12,-0.8948,1.858,0.0001886,0.001641,,,,,,,,,,,
TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,55687,22,-0.1705,5.048,0.0001881,0.001637,,,,,,,,,,,
SHANK3,SH3 and multiple ankyrin repeat domains 3,85358,22,-0.2859,6.005,0.0001816,0.001586,,,,,,,,,,,
CSAD,cysteine sulfinic acid decarboxylase,51380,12,-0.2343,4.902,0.0001815,0.001586,,,,,,,,,,,
PUM1,pumilio RNA binding family member 1,9698,1,-0.1159,7.353,0.0001813,0.001586,,,,,,,,,,,
ZKSCAN2,zinc finger with KRAB and SCAN domains 2,342357,16,-0.187,3.238,0.0001813,0.001586,,,,,,,,,,,
DTX3,"deltex 3, E3 ubiquitin ligase",196403,12,-0.3093,2.811,0.000181,0.001584,,,,,,,,,,,
AR,androgen receptor,367,X,-0.7875,3.463,0.0001808,0.001583,,,,,,,,,,,
ZNF780B,zinc finger protein 780B,163131,19,-0.2189,5.95,0.0001805,0.001581,,,,,,,,,,,
B9D2,B9 protein domain 2,80776,19,-0.2672,-0.2006,0.0001796,0.001574,,,,,,,,,,,
PMS2P5,"PMS1 homolog 2, mismatch repair system component pseudogene 5",5383,7,-0.2633,2.959,0.0001793,0.001572,,,,,,,,,,,
PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,57480,6,-0.308,6.044,0.0001782,0.001563,,,,,,,,,,,
RIPK4,receptor interacting serine/threonine kinase 4,54101,21,-0.529,3.484,0.0001765,0.00155,,,,,,,,,,,
GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,2589,18,-0.3701,7.704,0.0001762,0.001548,,,,,,,,,,,
IVL,involucrin,3713,1,-1.113,4.095,0.000176,0.001548,,,,,,,,,,,
DEPDC5,DEP domain containing 5,9681,22,-0.1785,6.383,0.0001754,0.001543,,,,,,,,,,,
SLC38A2,solute carrier family 38 member 2,54407,12,-0.2921,8.274,0.0001754,0.001543,,,,,,,,,,,
TBC1D8,TBC1 domain family member 8,11138,2,-0.3212,5.966,0.0001754,0.001543,,,,,,,,,,,
RAB5B,"RAB5B, member RAS oncogene family",5869,12,-0.1636,5.796,0.000175,0.001542,,,,,,,,,,,
HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,3178,12,-0.2037,6.52,0.0001747,0.00154,,,,,,,,,,,
PRR12,proline rich 12,57479,19,-0.2,6.103,0.0001744,0.001538,,,,,,,,,,,
ECHDC2,enoyl-CoA hydratase domain containing 2,55268,1,-0.2732,4.407,0.000174,0.001535,,,,,,,,,,,
POLR2J3,polymerase (RNA) II subunit J3,548644,7,-0.2953,4.521,0.0001724,0.001522,,,,,,,,,,,
UBXN6,UBX domain protein 6,80700,19,-0.1702,5.66,0.0001721,0.00152,,,,,,,,,,,
SBF2,SET binding factor 2,81846,11,-0.1631,7.629,0.0001719,0.001519,,,,,,,,,,,
ZC2HC1A,zinc finger C2HC-type containing 1A,51101,8,-0.2785,4.361,0.0001718,0.001519,,,,,,,,,,,
GKN1,gastrokine 1,56287,2,-1.198,-3.721,0.0001717,0.001518,,,,,,,,,,,
ZNF550,zinc finger protein 550,162972,19,-0.2236,3.619,0.0001715,0.001516,,,,,,,,,,,
FAN1,FANCD2/FANCI-associated nuclease 1,22909,15,-0.1758,5.408,0.0001712,0.001514,,,,,,,,,,,
OTUD3,OTU deubiquitinase 3,23252,1,-0.2142,3.098,0.0001709,0.001513,,,,,,,,,,,
RC3H1,ring finger and CCCH-type domains 1,149041,1,-0.1384,7.165,0.0001708,0.001512,,,,,,,,,,,
USP30,ubiquitin specific peptidase 30,84749,12,-0.1727,3.578,0.0001704,0.001509,,,,,,,,,,,
JRK,Jrk helix-turn-helix protein,8629,8,-0.2244,4.045,0.0001703,0.001509,,,,,,,,,,,
TNKS2,tankyrase 2,80351,10,-0.1639,7.05,0.0001702,0.001508,,,,,,,,,,,
FBXL4,F-box and leucine-rich repeat protein 4,26235,6,-0.1628,5.235,0.0001686,0.001496,,,,,,,,,,,
COL28A1,collagen type XXVIII alpha 1,340267,7,-0.6416,2.464,0.0001682,0.001493,,,,,,,,,,,
DISP2,dispatched RND transporter family member 2,85455,15,-0.6893,0.1738,0.000168,0.001492,,,,,,,,,,,
NIPAL2,NIPA like domain containing 2,79815,8,-0.3719,4.717,0.0001673,0.001487,,,,,,,,,,,
SLC45A2,solute carrier family 45 member 2,51151,5,-0.6371,-0.8156,0.0001671,0.001486,,,,,,,,,,,
MYCT1,myc target 1,80177,6,-0.4065,1.407,0.0001666,0.001482,,,,,,,,,,,
TMEM50B,transmembrane protein 50B,757,21,-0.2297,4.439,0.0001663,0.00148,,,,,,,,,,,
KLHL29,kelch like family member 29,114818,2,-0.4627,1.837,0.0001656,0.001474,,,,,,,,,,,
TMEM25,transmembrane protein 25,84866,11,-0.3937,2.831,0.000165,0.001469,,,,,,,,,,,
PRMT7,protein arginine methyltransferase 7,54496,16,-0.184,4.253,0.0001643,0.001465,,,,,,,,,,,
ACSF2,acyl-CoA synthetase family member 2,80221,17,-0.4896,5.517,0.0001641,0.001464,,,,,,,,,,,
BHLHE41,basic helix-loop-helix family member e41,79365,12,-0.5233,5.695,0.0001624,0.00145,,,,,,,,,,,
NA,NA,NA,NA,-0.6347,-3.528,0.000162,0.001447,,,,,,,,,,,
CAPN13,calpain 13,92291,2,-0.9971,2.291,0.0001609,0.001438,,,,,,,,,,,
PXN,paxillin,5829,12,-0.2828,6.109,0.0001607,0.001437,,,,,,,,,,,
ZNF627,zinc finger protein 627,199692,19,-0.1839,4.007,0.0001606,0.001436,,,,,,,,,,,
FZD3,frizzled class receptor 3,7976,8,-0.4113,4.218,0.00016,0.001432,,,,,,,,,,,
PWWP2B,PWWP domain containing 2B,170394,10,-0.3757,3.095,0.000159,0.001424,,,,,,,,,,,
PGRMC1,progesterone receptor membrane component 1,10857,X,-0.2389,5.473,0.0001588,0.001423,,,,,,,,,,,
GRHL3,grainyhead like transcription factor 3,57822,1,-0.957,4.903,0.0001581,0.001418,,,,,,,,,,,
AKR1C2,"aldo-keto reductase family 1, member C2",1646,10,-1.112,4.736,0.000158,0.001417,,,,,,,,,,,
ATP1A4,ATPase Na+/K+ transporting subunit alpha 4,480,1,-1.049,0.5502,0.0001578,0.001416,,,,,,,,,,,
NA,NA,NA,NA,-0.6131,-5.116,0.0001561,0.001402,,,,,,,,,,,
NFATC4,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",4776,14,-0.3836,3.625,0.0001555,0.001398,,,,,,,,,,,
ABHD17B,abhydrolase domain containing 17B,51104,9,-0.2615,4.224,0.0001554,0.001397,,,,,,,,,,,
RARA,retinoic acid receptor alpha,5914,17,-0.223,3.656,0.0001548,0.001394,,,,,,,,,,,
DSTYK,dual serine/threonine and tyrosine protein kinase,25778,1,-0.1656,4.221,0.0001545,0.001391,,,,,,,,,,,
KMT5B,lysine methyltransferase 5B,51111,11,-0.1849,6.096,0.0001541,0.001388,,,,,,,,,,,
MRPL43,mitochondrial ribosomal protein L43,84545,10,-0.1659,3.887,0.0001538,0.001386,,,,,,,,,,,
ANKRD13D,ankyrin repeat domain 13 family member D,338692,11,-0.2334,4.41,0.0001535,0.001385,,,,,,,,,,,
FAM213B,family with sequence similarity 213 member B,127281,1,-0.35,0.898,0.0001534,0.001384,,,,,,,,,,,
MGST2,microsomal glutathione S-transferase 2,4258,4,-0.38,6.449,0.000152,0.001375,,,,,,,,,,,
LINC00893,long intergenic non-protein coding RNA 893,100131434,X,-0.3131,1.093,0.0001518,0.001374,,,,,,,,,,,
KRT7,keratin 7,3855,12,-0.8852,8.239,0.0001507,0.001366,,,,,,,,,,,
NR2C1,nuclear receptor subfamily 2 group C member 1,7181,12,-0.1798,5.129,0.0001503,0.001363,,,,,,,,,,,
CYP4B1,cytochrome P450 family 4 subfamily B member 1,1580,1,-1.171,4.817,0.0001501,0.001361,,,,,,,,,,,
MYO3B,myosin IIIB,140469,2,-1.03,2.512,0.00015,0.00136,,,,,,,,,,,
ELF4,E74 like ETS transcription factor 4,2000,X,-0.2681,6.463,0.0001496,0.001358,,,,,,,,,,,
CGB7,chorionic gonadotropin beta subunit 7,94027,19,-0.7435,-1.939,0.0001495,0.001357,,,,,,,,,,,
CNOT2,CCR4-NOT transcription complex subunit 2,4848,12,-0.2122,7.068,0.0001494,0.001357,,,,,,,,,,,
ZFC3H1,zinc finger C3H1-type containing,196441,12,-0.1698,7.772,0.0001492,0.001356,,,,,,,,,,,
PTPN9,"protein tyrosine phosphatase, non-receptor type 9",5780,15,-0.1457,5.575,0.0001492,0.001356,,,,,,,,,,,
WFDC13,WAP four-disulfide core domain 13,164237,20,-0.684,-4.765,0.0001487,0.001353,,,,,,,,,,,
ZNF790,zinc finger protein 790,388536,19,-0.2616,3.06,0.0001487,0.001353,,,,,,,,,,,
TSNAXIP1,translin-associated factor X interacting protein 1,55815,16,-0.3196,0.622,0.0001481,0.001349,,,,,,,,,,,
TAF4,TATA-box binding protein associated factor 4,6874,20,-0.1877,4.68,0.000147,0.001341,,,,,,,,,,,
RBMS1,"RNA binding motif, single stranded interacting protein 1",5937,2,-0.2118,5.876,0.0001469,0.00134,,,,,,,,,,,
RAB11B,"RAB11B, member RAS oncogene family",9230,19,-0.1671,4.475,0.0001462,0.001335,,,,,,,,,,,
DGCR8,DGCR8 microprocessor complex subunit,54487,22,-0.1879,5.581,0.0001457,0.001331,,,,,,,,,,,
ABO,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",28,9,-0.8758,0.4034,0.0001457,0.001331,,,,,,,,,,,
ZNF317,zinc finger protein 317,57693,19,-0.1639,5.145,0.0001455,0.00133,,,,,,,,,,,
PRMT2,protein arginine methyltransferase 2,3275,21,-0.1527,5.77,0.0001439,0.001317,,,,,,,,,,,
UGT2B11,UDP glucuronosyltransferase family 2 member B11,10720,4,-0.8429,-4.622,0.0001432,0.001311,,,,,,,,,,,
ANKAR,ankyrin and armadillo repeat containing,150709,2,-0.2622,3.817,0.0001431,0.001311,,,,,,,,,,,
HACD3,3-hydroxyacyl-CoA dehydratase 3,51495,15,-0.2592,5.6,0.0001427,0.001309,,,,,,,,,,,
IGFBP3,insulin like growth factor binding protein 3,3486,7,-0.6267,6.284,0.0001424,0.001307,,,,,,,,,,,
ZNF784,zinc finger protein 784,147808,19,-0.338,-0.9348,0.0001419,0.001303,,,,,,,,,,,
TYRO3P,TYRO3P protein tyrosine kinase pseudogene,7302,15,-0.2917,0.4747,0.0001418,0.001302,,,,,,,,,,,
CDK2AP1,cyclin-dependent kinase 2 associated protein 1,8099,12,-0.2353,4.953,0.000141,0.001296,,,,,,,,,,,
TGFBR3,transforming growth factor beta receptor III,7049,1,-0.564,7.675,0.0001405,0.001292,,,,,,,,,,,
CHP2,calcineurin like EF-hand protein 2,63928,16,-1.33,0.01877,0.0001401,0.00129,,,,,,,,,,,
LLGL2,"lethal giant larvae homolog 2, scribble cell polarity complex component",3993,17,-0.3996,5.071,0.0001401,0.00129,,,,,,,,,,,
ZNF254,zinc finger protein 254,9534,19,-0.3097,6.991,0.0001377,0.001269,,,,,,,,,,,
SMIM6,small integral membrane protein 6,100130933,17,-0.6351,-4.37,0.0001371,0.001265,,,,,,,,,,,
FAM3D,family with sequence similarity 3 member D,131177,3,-1.164,0.451,0.0001364,0.001259,,,,,,,,,,,
SLC35D1,solute carrier family 35 member D1,23169,1,-0.3502,5.731,0.0001363,0.001258,,,,,,,,,,,
ZNF155,zinc finger protein 155,7711,19,-0.2388,4.119,0.0001361,0.001258,,,,,,,,,,,
CORO1B,coronin 1B,57175,11,-0.2369,4.249,0.0001351,0.001249,,,,,,,,,,,
ZBTB8B,zinc finger and BTB domain containing 8B,728116,1,-0.9575,0.6355,0.000135,0.001249,,,,,,,,,,,
PURA,purine-rich element binding protein A,5813,5,-0.1667,2.071,0.0001347,0.001247,,,,,,,,,,,
PLCG1,phospholipase C gamma 1,5335,20,-0.1966,7.141,0.0001347,0.001247,,,,,,,,,,,
LOC100630923,LOC100289561-PRKRIP1 readthrough,100630923,7,-0.278,2.388,0.0001342,0.001243,,,,,,,,,,,
PRR15,proline rich 15,222171,7,-0.7552,-1.342,0.0001338,0.00124,,,,,,,,,,,
ZBTB9,zinc finger and BTB domain containing 9,221504,6,-0.2268,1.549,0.0001333,0.001237,,,,,,,,,,,
NF1,neurofibromin 1,4763,17,-0.1893,9.655,0.0001325,0.00123,,,,,,,,,,,
FAM110C,family with sequence similarity 110 member C,642273,2,-0.6916,0.01683,0.0001324,0.001229,,,,,,,,,,,
MYO15A,myosin XVA,51168,17,-0.3574,1.03,0.0001312,0.001218,,,,,,,,,,,
PDK2,pyruvate dehydrogenase kinase 2,5164,17,-0.2047,5.012,0.0001307,0.001214,,,,,,,,,,,
PP14571,uncharacterized LOC100130449,100130449,2,-1.11,-1.013,0.0001306,0.001213,,,,,,,,,,,
DNAL4,dynein axonemal light chain 4,10126,22,-0.2466,0.5448,0.0001297,0.001208,,,,,,,,,,,
SYTL2,synaptotagmin like 2,54843,11,-0.4761,6.545,0.0001294,0.001204,,,,,,,,,,,
ARMC7,armadillo repeat containing 7,79637,17,-0.2561,0.9465,0.000129,0.001202,,,,,,,,,,,
ACTR8,ARP8 actin-related protein 8 homolog (yeast),93973,3,-0.1695,4.468,0.0001277,0.001191,,,,,,,,,,,
CYGB,cytoglobin,114757,17,-0.4247,1.559,0.0001277,0.001191,,,,,,,,,,,
TMPRSS4,"transmembrane protease, serine 4",56649,11,-1.102,4.694,0.0001271,0.001187,,,,,,,,,,,
UGT1A8,UDP glucuronosyltransferase family 1 member A8,54576,2,-1.463,0.7142,0.0001259,0.001178,,,,,,,,,,,
NA,NA,NA,NA,-0.4434,-5.436,0.0001246,0.001166,,,,,,,,,,,
HNMT,histamine N-methyltransferase,3176,2,-0.3946,5.065,0.0001245,0.001166,,,,,,,,,,,
UQCRC2,ubiquinol-cytochrome c reductase core protein II,7385,16,-0.1776,7.439,0.0001233,0.001156,,,,,,,,,,,
ZNF234,zinc finger protein 234,10780,19,-0.1971,5.233,0.0001224,0.001149,,,,,,,,,,,
MTRF1,mitochondrial translational release factor 1,9617,13,-0.1935,3.68,0.0001219,0.001145,,,,,,,,,,,
LINC00619,long intergenic non-protein coding RNA 619,414260,10,-1.167,-3.53,0.0001202,0.001129,,,,,,,,,,,
ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,23294,6,-0.2894,6.86,0.0001202,0.001129,,,,,,,,,,,
SGK2,serum/glucocorticoid regulated kinase 2,10110,20,-0.854,1.877,0.00012,0.001128,,,,,,,,,,,
MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",4245,5,-0.3021,5.053,0.0001197,0.001126,,,,,,,,,,,
CTBP1-AS2,CTBP1 antisense RNA 2 (head to head),92070,4,-0.2442,1.379,0.0001185,0.001116,,,,,,,,,,,
PRDM10,PR domain 10,56980,11,-0.1315,3.929,0.0001177,0.001109,,,,,,,,,,,
ARHGEF17,Rho guanine nucleotide exchange factor 17,9828,11,-0.2779,5.546,0.0001177,0.001109,,,,,,,,,,,
MS4A8,membrane spanning 4-domains A8,83661,11,-1.244,-3.452,0.0001173,0.001107,,,,,,,,,,,
USP3,ubiquitin specific peptidase 3,9960,15,-0.2128,6.04,0.000117,0.001104,,,,,,,,,,,
ATXN2,ataxin 2,6311,12,-0.157,7.484,0.0001169,0.001104,,,,,,,,,,,
ATP2C2,ATPase secretory pathway Ca2+ transporting 2,9914,16,-0.8957,4.161,0.0001167,0.001103,,,,,,,,,,,
ZNF827,zinc finger protein 827,152485,4,-0.2491,5.187,0.0001165,0.001101,,,,,,,,,,,
IRS4,insulin receptor substrate 4,8471,X,-1.119,-0.02971,0.0001165,0.001101,,,,,,,,,,,
SCNN1G,sodium channel epithelial 1 gamma subunit,6340,16,-1.081,4.364,0.0001159,0.001097,,,,,,,,,,,
ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),10058,2,-0.3485,4.021,0.0001157,0.001096,,,,,,,,,,,
MYOM2,myomesin 2,9172,8,-0.6699,0.1731,0.000115,0.001089,,,,,,,,,,,
ESRP2,epithelial splicing regulatory protein 2,80004,16,-0.482,5.556,0.0001149,0.001089,,,,,,,,,,,
SLC9A2,solute carrier family 9 member A2,6549,2,-1.009,3.926,0.0001142,0.001083,,,,,,,,,,,
GPAT4,glycerol-3-phosphate acyltransferase 4,137964,8,-0.2101,5.811,0.0001138,0.00108,,,,,,,,,,,
CXorf57,chromosome X open reading frame 57,55086,X,-0.7864,4.452,0.0001135,0.001078,,,,,,,,,,,
KIF13B,kinesin family member 13B,23303,8,-0.2643,6.751,0.0001132,0.001075,,,,,,,,,,,
EVI5,ecotropic viral integration site 5,7813,1,-0.1596,5.884,0.0001124,0.001068,,,,,,,,,,,
COL4A6,collagen type IV alpha 6,1288,X,-0.9129,3.611,0.0001117,0.001061,,,,,,,,,,,
PIP4K2B,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",8396,17,-0.1697,5.478,0.0001109,0.001055,,,,,,,,,,,
PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",5833,17,-0.326,4.029,0.00011,0.001047,,,,,,,,,,,
C15orf41,chromosome 15 open reading frame 41,84529,15,-0.2745,3.361,0.0001089,0.001038,,,,,,,,,,,
ZNF251,zinc finger protein 251,90987,8,-0.2697,2.97,0.0001083,0.001033,,,,,,,,,,,
ACOX1,"acyl-CoA oxidase 1, palmitoyl",51,17,-0.4333,8.496,0.000108,0.00103,,,,,,,,,,,
TRPV4,transient receptor potential cation channel subfamily V member 4,59341,12,-0.529,4.6,0.0001064,0.001017,,,,,,,,,,,
MDFI,MyoD family inhibitor,4188,6,-0.5475,1.756,0.0001062,0.001016,,,,,,,,,,,
POTEKP,"POTE ankyrin domain family member K, pseudogene",440915,2,-1.367,-0.852,0.0001053,0.001009,,,,,,,,,,,
ABCC4,ATP binding cassette subfamily C member 4,10257,13,-0.446,5.657,0.0001053,0.001009,,,,,,,,,,,
MOCS1,molybdenum cofactor synthesis 1,4337,6,-0.4107,6.098,0.000105,0.001007,,,,,,,,,,,
LINC01000,long intergenic non-protein coding RNA 1000,402483,7,-0.2118,7.203,0.0001043,0.001002,,,,,,,,,,,
ZNF500,zinc finger protein 500,26048,16,-0.2097,1.709,0.0001043,0.001002,,,,,,,,,,,
PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,5296,19,-0.238,5.157,0.0001043,0.001002,,,,,,,,,,,
TRO,trophinin,7216,X,-0.5151,3.036,0.0001041,0.001001,,,,,,,,,,,
PEX14,peroxisomal biogenesis factor 14,5195,1,-0.1891,4.988,0.0001038,0.0009986,,,,,,,,,,,
ACADVL,"acyl-CoA dehydrogenase, very long chain",37,17,-0.2421,8.547,0.0001036,0.0009972,,,,,,,,,,,
RPL10A,ribosomal protein L10a,4736,6,-0.2334,6.609,0.0001031,0.0009934,,,,,,,,,,,
CEL,carboxyl ester lipase,1056,9,-0.6518,3.634,0.0001025,0.0009879,,,,,,,,,,,
ZNF415,zinc finger protein 415,55786,19,-0.3901,3.341,0.0001018,0.0009821,,,,,,,,,,,
COL4A5,collagen type IV alpha 5,1287,X,-0.6239,7.453,0.0001018,0.0009821,,,,,,,,,,,
ZNF35,zinc finger protein 35,7584,3,-0.2318,2.983,0.0001017,0.0009817,,,,,,,,,,,
ABHD14A,abhydrolase domain containing 14A,25864,3,-0.3354,0.4514,0.0001017,0.0009817,,,,,,,,,,,
OR13A1,olfactory receptor family 13 subfamily A member 1,79290,10,-0.7711,-1.649,0.0001015,0.0009806,,,,,,,,,,,
NAT9,N-acetyltransferase 9 (putative),26151,17,-0.1966,3.964,0.000101,0.0009763,,,,,,,,,,,
SLC7A4,solute carrier family 7 member 4,6545,22,-1.103,-1.137,0.000101,0.0009763,,,,,,,,,,,
SUFU,SUFU negative regulator of hedgehog signaling,51684,10,-0.2131,4.978,0.0001005,0.0009723,,,,,,,,,,,
PIGF,phosphatidylinositol glycan anchor biosynthesis class F,5281,2,-0.211,3.334,9.95E-05,0.0009631,,,,,,,,,,,
PDZD7,PDZ domain containing 7,79955,10,-0.5255,0.06242,9.93E-05,0.0009621,,,,,,,,,,,
AQP3,aquaporin 3 (Gill blood group),360,9,-0.9096,6.101,9.92E-05,0.0009612,,,,,,,,,,,
KDM3B,lysine demethylase 3B,51780,5,-0.1443,7.509,9.91E-05,0.0009603,,,,,,,,,,,
SRPX2,"sushi repeat containing protein, X-linked 2",27286,X,-0.5099,6.426,9.86E-05,0.0009564,,,,,,,,,,,
PCBD1,pterin-4 alpha-carbinolamine dehydratase 1,5092,10,-0.332,4.91,9.83E-05,0.0009545,,,,,,,,,,,
PROC,"protein C, inactivator of coagulation factors Va and VIIIa",5624,2,-0.8248,-0.6869,9.82E-05,0.0009538,,,,,,,,,,,
SHROOM1,shroom family member 1,134549,5,-0.5173,2.994,9.66E-05,0.0009398,,,,,,,,,,,
NA,NA,NA,NA,-0.2505,2.619,9.66E-05,0.0009398,,,,,,,,,,,
WSCD2,WSC domain containing 2,9671,12,-1.153,0.08789,9.63E-05,0.0009368,,,,,,,,,,,
KLF5,Kruppel-like factor 5 (intestinal),688,13,-0.5572,8.497,9.56E-05,0.0009303,,,,,,,,,,,
POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",55624,1,-0.2265,6.48,9.56E-05,0.0009303,,,,,,,,,,,
CDKL5,cyclin dependent kinase like 5,6792,X,-0.3343,7.214,9.54E-05,0.0009298,,,,,,,,,,,
STXBP5,syntaxin binding protein 5,134957,6,-0.2073,6.638,9.46E-05,0.0009226,,,,,,,,,,,
COQ7,"coenzyme Q7 homolog, ubiquinone (yeast)",10229,16,-0.2018,2.799,9.44E-05,0.0009207,,,,,,,,,,,
SH3GLB2,SH3-domain GRB2-like endophilin B2,56904,9,-0.3138,5.207,9.43E-05,0.0009201,,,,,,,,,,,
ZNF439,zinc finger protein 439,90594,19,-0.4263,5.634,9.40E-05,0.0009181,,,,,,,,,,,
KCNQ1,potassium voltage-gated channel subfamily Q member 1,3784,11,-0.5042,4.778,9.40E-05,0.0009181,,,,,,,,,,,
CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256,1,-0.3573,6.28,9.39E-05,0.000918,,,,,,,,,,,
PPP6R2,protein phosphatase 6 regulatory subunit 2,9701,22,-0.1843,5.731,9.39E-05,0.000918,,,,,,,,,,,
HIP1,huntingtin interacting protein 1,3092,7,-0.2838,5.572,9.36E-05,0.0009163,,,,,,,,,,,
ZNF70,zinc finger protein 70,7621,22,-0.1977,3.434,9.32E-05,0.0009127,,,,,,,,,,,
PGBD2,piggyBac transposable element derived 2,267002,1,-0.2266,3.343,9.22E-05,0.0009037,,,,,,,,,,,
CDHR5,cadherin related family member 5,53841,11,-0.9966,-2.57,9.20E-05,0.0009026,,,,,,,,,,,
GSTM2,glutathione S-transferase mu 2 (muscle),2946,1,-0.8308,6.373,9.17E-05,0.0009003,,,,,,,,,,,
ELMOD3,ELMO domain containing 3,84173,2,-0.1777,3.79,9.11E-05,0.000895,,,,,,,,,,,
SEMA4C,semaphorin 4C,54910,2,-0.2756,4.933,9.11E-05,0.000895,,,,,,,,,,,
LINC00265,long intergenic non-protein coding RNA 265,349114,7,-0.2786,3.877,9.07E-05,0.0008924,,,,,,,,,,,
FBXL17,F-box and leucine-rich repeat protein 17,64839,5,-0.2083,4.675,9.05E-05,0.0008901,,,,,,,,,,,
TRERF1,transcriptional regulating factor 1,55809,6,-0.3336,4.796,9.04E-05,0.00089,,,,,,,,,,,
TRIM27,tripartite motif containing 27,5987,6,-0.2221,4.782,9.00E-05,0.0008864,,,,,,,,,,,
DIDO1,death inducer-obliterator 1,11083,20,-0.1557,7.346,9.00E-05,0.0008864,,,,,,,,,,,
TMED4,transmembrane p24 trafficking protein 4,222068,7,-0.237,4.873,9.00E-05,0.0008864,,,,,,,,,,,
NA,NA,NA,NA,-0.3617,3.211,8.75E-05,0.0008648,,,,,,,,,,,
URGCP,upregulator of cell proliferation,55665,7,-0.164,4.521,8.70E-05,0.0008598,,,,,,,,,,,
KRT13,keratin 13,3860,17,-1.599,6.379,8.67E-05,0.0008569,,,,,,,,,,,
ANKS3,ankyrin repeat and sterile alpha motif domain containing 3,124401,16,-0.2014,2.739,8.65E-05,0.0008556,,,,,,,,,,,
FHAD1,forkhead-associated (FHA) phosphopeptide binding domain 1,114827,1,-0.6275,3.46,8.57E-05,0.0008491,,,,,,,,,,,
FGD5,"FYVE, RhoGEF and PH domain containing 5",152273,3,-0.4838,4.607,8.56E-05,0.000848,,,,,,,,,,,
LRFN2,leucine rich repeat and fibronectin type III domain containing 2,57497,6,-0.9655,-3.562,8.51E-05,0.0008433,,,,,,,,,,,
POLR2J4,"polymerase (RNA) II subunit J4, pseudogene",84820,7,-0.2205,5.027,8.49E-05,0.0008423,,,,,,,,,,,
FRMPD2B,"FERM and PDZ domain containing 2B, pseudogene",728798,10,-0.6551,-5.193,8.48E-05,0.0008417,,,,,,,,,,,
ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",8869,2,-0.6102,4.858,8.41E-05,0.0008359,,,,,,,,,,,
SOX4,SRY-box 4,6659,6,-0.3708,4.756,8.41E-05,0.0008359,,,,,,,,,,,
FAM234B,family with sequence similarity 234 member B,57613,12,-0.441,3.781,8.40E-05,0.000835,,,,,,,,,,,
PDXDC1,pyridoxal-dependent decarboxylase domain containing 1,23042,16,-0.3531,0.3912,8.33E-05,0.0008283,,,,,,,,,,,
ARHGEF15,Rho guanine nucleotide exchange factor 15,22899,17,-0.3393,1.338,8.31E-05,0.0008264,,,,,,,,,,,
TRMT13,tRNA methyltransferase 13 homolog (S. cerevisiae),54482,1,-0.1922,4.773,8.16E-05,0.0008125,,,,,,,,,,,
BCL6B,"B-cell CLL/lymphoma 6, member B",255877,17,-0.3689,1.876,8.05E-05,0.0008018,,,,,,,,,,,
REP15,RAB15 effector protein,387849,12,-0.3919,-0.2055,8.02E-05,8.00E-04,,,,,,,,,,,
ZNF579,zinc finger protein 579,163033,19,-0.3766,0.1037,7.99E-05,0.0007969,,,,,,,,,,,
PHLDB3,pleckstrin homology like domain family B member 3,653583,19,-0.4225,3.462,7.93E-05,0.000792,,,,,,,,,,,
PHKA2,"phosphorylase kinase, alpha 2 (liver)",5256,X,-0.2933,7.332,7.88E-05,0.0007879,,,,,,,,,,,
PIFO,primary cilia formation,128344,1,-0.74,-0.09991,7.85E-05,0.0007856,,,,,,,,,,,
GARNL3,GTPase activating Rap/RanGAP domain-like 3,84253,9,-0.338,4.341,7.85E-05,0.0007851,,,,,,,,,,,
ASTN2,astrotactin 2,23245,9,-0.5887,2.905,7.84E-05,0.0007847,,,,,,,,,,,
